Sample,Ref,Ophiolite,Location/Unit,Lat,Lon,Lithotype,Material,Kind,Age_FromRef,Age_estimate_type,Age_ref,Orogen,Ocean,Segment,Stage,Sm,Nd,Sm/Nd,147Sm/144Nd,143Nd/144Nd,2s_Nd,143Nd/144Nd_i,eNd_i,Rb,Sr,87Rb/86Sr,87Sr/86Sr,2s_Sr,87Sr/86Sr_i,Pb,Th,U,232Th/208Pb,238U/206Pb,235U/207Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,208Pb*/206Pb*,Lu,Hf,176Lu/177Hf,176Hf/177Hf,2s_Hf,176Hf/177Hf_i,eHf_i
U12-20,[68],Paso del Dragon,La Tuna Amphibolite,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Estimated,Will et al. 2014,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,3.31,9.46,,0.21142,0.51316,,0.51228,8.91,3.38,148,,0.70411,,0.70351,0.92,0.13,0.04,,,,17.7559,15.5188,37.5816,17.4594,15.501,37.263,,,,,,,,
U12-21,[68],Paso del Dragon,La Tuna Amphibolite,-32.54805556,-53.81027778,Amphibolite,,SSZ,630,Estimated,Will et al. 2014,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,1.85,4.93,,0.22668,0.51324,,0.51231,9.38,4.78,168,,0.70424,,0.7035,0.5,0.11,0.05,,,,18.0222,15.5455,37.8352,17.305,15.5025,37.3247,,,,,,,,
U12-28,[68],Paso del Dragon,La Tuna Amphibolite,-32.54583333,-53.81305556,Amphibolite,,SSZ,630,Estimated,Will et al. 2014,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.3,6.2,,0.22398,0.51323,,0.5123,9.33,1.58,44,,0.70463,,0.70371,0.45,0.08,0.04,,,,17.7317,15.4349,37.3417,17.0787,15.3957,36.9259,,,,,,,,
U12-29,[68],Paso del Dragon,La Tuna Amphibolite,-32.54583333,-53.81305556,Amphibolite,,SSZ,630,Estimated,Will et al. 2014,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,2.58,6.83,,0.22827,0.51319,,0.51225,8.34,5.45,73,,0.70783,,0.70589,0.41,0.09,0.04,,,,17.9901,15.4819,37.5299,17.2219,15.4358,37.0194,,,,,,,,
T123,[69],Ribeirao da Folha,Ribeirao da Folha,,,Amphibolite,,MOR,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1885,0.512828,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,
T121A,[69],Ribeirao da Folha,Ribeirao da Folha,,,Amphibolite,,MOR,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.2661,0.513213,,,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,
T119,[69],Ribeirao da Folha,Ribeirao da Folha,,,Amphibolite,,MOR,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1332,0.512525,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,
T120,[69],Ribeirao da Folha,Ribeirao da Folha,,,Amphibolite,,MOR,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1938,0.512797,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,
T114C,[69],Ribeirao da Folha,Ribeirao da Folha,,,Amphibolite,,MOR,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1292,0.512461,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,
PF74C,[70],Arroio Grande,Arroio Grande Ophiolite,,,Metagabbro,,SSZ,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.1267,0.51236,,0.51183,0.35,,,,0.70733,,0.70585,,,,,,,,,,,,,,,,,,,,
PF41D,[70],Arroio Grande,Arroio Grande Ophiolite,,,Metagabbro,,SSZ,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.10991,0.51224,,0.51178,0.68,,,,0.70995,,0.70683,,,,,,,,,,,,,,,,,,,,
PU2B,[70],Arroio Grande,Arroio Grande Ophiolite,,,Amphibolite,,SSZ,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.17253,0.51297,,0.51224,8.5,,,,0.70409,,0.70355,,,,,,,,,,,,,,,,,,,,
PU2H,[70],Arroio Grande,Arroio Grande Ophiolite,,,Amphibolite,,SSZ,640,U-Pb,Amaral et al. 2020,Gondwanides,Adamastor,West Gondwana,Pre-Gondwana,,,,0.16948,0.51295,,0.51224,8.38,,,,0.70405,,0.70259,,,,,,,,,,,,,,,,,,,,
PR-01a,[71],Brasilia,Araxa Group,,,Amphibolite,,OIB,650,U-Pb,Piauilino et al. 2021,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,6.835,26.903,,0.1536,0.512586,3,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,
DMLH-16,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,12.05,42.1,,0.173,0.512728(9),9,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-24,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,7.03,26.51,,0.1604,0.512711(7),7,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-19,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,8.46,28.7,,0.1782,0.512698(9),9,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN-141da,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.59,21.34,,0.1582,0.512684(10),10,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN-272Aa,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,4.1,15.27,,0.1622,0.512684(27),27,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-5B,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,8.2,32.48,,0.1525,0.512676(10),10,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-27,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.28,19.22,,0.1661,0.512669(17),17,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-22,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,7.81,29.16,,0.1619,0.512665(5),5,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-2,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.18,19.5,,0.1605,0.512643(4),4,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-11B,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,8.16,29.65,,0.1663,0.512640(8),8,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN-273Ba,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,5.12,20.18,,0.1535,0.512550(26),26,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-9C,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,6.75,26.78,,0.1525,0.512445(9),9,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
DDLH-17A,[72],Caninde,Novo Gosto,,,Amphibolite,WR,SSZ,740,U-Pb,Passos et al. 2021,Brasiliano,Goias-Pharusian,Sergipano,Pre-Gondwana,11.43,59.83,,0.1155,0.512274(8),8,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
GM122,[73],Sirwa,Khzama,,,Metabasalt,WR,MOR,743,Estimated,Thomas et al. 2002,Pan-African,Trans-Sahara,Trans-Saharan,Pre-Gondwana,2.853,13.86,,0.1245,0.512493,23,0.511887,4,,,,,,,,,,,,,,,,,,,,,,,,,,
GM168,[73],Sirwa,Khzama,,,Metabasalt,WR,MOR,743,Estimated,Thomas et al. 2002,Pan-African,Trans-Sahara,Trans-Saharan,Pre-Gondwana,3.51,11.41,,0.186,0.512821,22,0.511915,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,
BE6A,[74],Wadi Ghadir,,,,Pillow basalt,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,6.17,22.8,,0.1632,0.512812,0.000026,0.51201,6.5,3.9,303,0.037244,0.703122,0.000013,0.702723,,,,,,,,,,,,,,,,,,,,
BE6B,[74],Wadi Ghadir,,,,Pillow basalt,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,6.33,21.9,,0.1749,0.512835,0.000013,0.511975,5.8,5.2,393,0.038283,0.702979,0.00001,0.702569,,,,,,,,,,,,,,,,,,,,
BE6C,[74],Wadi Ghadir,,,,Pillow basalt,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,6.26,20.7,,0.183,0.512805,0.000043,0.511905,4.5,6.4,250,0.074075,0.703322,0.000033,0.702529,,,,,,,,,,,,,,,,,,,,
BE20,[74],Wadi Ghadir,,,,Pillow basalt,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.22,19.7,,0.1603,0.512857,0.00002,0.512069,7.7,2.3,291,0.02287,0.703135,0.000009,0.70289,,,,,,,,,,,,,,,,,,,,
BE23,[74],Wadi Ghadir,,,,Pillow basalt,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.47,19.7,,0.1677,0.512842,0.000009,0.512017,6.7,4.8,290,0.047894,0.703956,0.00001,0.703443,,,,,,,,,,,,,,,,,,,,
BE24,[74],Wadi Ghadir,,,,Pillow basalt,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.72,19.8,,0.1744,0.512845,0.000018,0.511987,6.1,2.1,308,0.019729,0.702921,0.000012,0.70271,,,,,,,,,,,,,,,,,,,,
BE4C,[74],Wadi Ghadir,,,,Dolerite,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.17,6.2,,0.2108,0.513018,0.000032,0.511981,6,9.4,256,0.106249,0.703425,0.000013,0.702287,,,,,,,,,,,,,,,,,,,,
BE7,[74],Wadi Ghadir,,,,Dolerite,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,8.36,25.4,,0.1992,0.512955,0.000011,0.511976,5.9,7.5,299,0.072582,0.703196,0.000016,0.702419,,,,,,,,,,,,,,,,,,,,
BE8,[74],Wadi Ghadir,,,,Dolerite,WR,SSZ,746,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.85,22.2,,0.1595,0.512856,0.00001,0.512072,7.7,28,280,0.289359,0.70414,0.000007,0.701042,,,,,,,,,,,,,,,,,,,,
GG9,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.97,9.64,,0.1863,0.512923,,,6.6,,,,,,0.702676,,,,,,,18.793,15.534,38.053,17.312,15.439,,,,,,,,,
GG 10,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.84,5.5,,0.2028,0.51303,,,7.1,,,,,,0.702763,,,,,,,18.092,15.498,37.645,17.228,15.443,,,,,,,,,
GG 69,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.32,7.07,,0.1986,0.513043,,,7.7,,,,,,0.703,,,,,,,18.123,15.469,37.709,17.259,15.414,,,,,,,,,
GG 70,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.15,5.83,,0.2234,0.513198,,,8.4,,,,,,0.703212,,,,,,,18.305,15.478,37.395,17.071,15.399,,,,,,,,,
GG71,[75],Gabal Gerf,Harga Zarga,,,Sheeted dyke,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,3.86,12.37,,0.1888,0.512996,,,7.8,,,,,,0.70237,,,,,,,17.511,15.445,37.083,17.11,15.419,,,,,,,,,
GG 72,[75],Gabal Gerf,Harga Zarga,,,Sheeted dyke,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,4.19,14.22,,0.1782,0.512957,,,8,,,,,,0.702595,,,,,,,17.615,15.451,37.194,17.123,15.419,,,,,,,,,
GG 73,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.25,6.25,,0.218,0.513118,,,7.3,,,,,,0.702532,,,,,,,18.279,15.477,37.818,17.045,15.398,,,,,,,,,
GG 94,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.08,5.83,,0.2162,0.513114,,,7.4,,,,,,0.702739,,,,,,,18.368,15.503,37.897,17.134,15.424,,,,,,,,,
GG 183,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.31,5.93,,0.2359,0.513243,,,8.1,,,,,,0.702919,,,,,,,,,,,,,,,,,,,,
GG 184,[75],Gabal Gerf,Harga Zarga,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,4.36,10.5,,0.251,0.513277,,,7.3,,,,,,0.703165,,,,,,,,,,,,,,,,,,,,
GG 95,[75],Gabal Gerf,Heiani,,,Sheeted dyke,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.87,4.5,,0.2511,0.513354,,,8.8,,,,,,0.702103,,,,,,,17.64,15.42,37.01,17.147,15.388,,,,,,,,,
GG 172,[75],Gabal Gerf,Heiani,,,Sheeted dyke,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.88,7.17,,0.2424,0.513386,,,8.7,,,,,,0.702335,,,,,,,17.569,15.434,37.024,17.075,15.403,,,,,,,,,
GG 177,[75],Gabal Gerf,Heiani,,,Sheeted dyke,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,3.97,10.28,,0.2334,0.513194,,,7.3,,,,,,0.702604,,,,,,,17.698,15.445,37.195,17.204,15.414,,,,,,,,,
GG 178,[75],Gabal Gerf,Heiani,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.83,4.18,,0.2652,0.513378,,,7.9,,,,,,0.703091,,,,,,,,,,,,,,,,,,,,
GG 180,[75],Gabal Gerf,Heiani,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.63,3.75,,0.2635,0.51333,,,7.1,,,,,,0.702739,,,,,,,,,,,,,,,,,,,,
GG 281,[75],Gabal Gerf,Heiani,,,Sheeted dyke,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.96,7.78,,0.2364,0.513138,,,6.5,,,,,,0.702327,,,,,,,,,,,,,,,,,,,,
GG 282,[75],Gabal Gerf,Heiani,,,Pillow basalt,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.85,4.43,,0.2528,0.513312,,,7.8,,,,,,0.703234,,,,,,,,,,,,,,,,,,,,
GG 257,[75],Gabal Gerf,Gabal Gerf,,,Amphibolite,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,7.16,7.78,,0.1632,0.512816,,,6.7,,,,,,0.702516,,,,,,,,,,,,,,,,,,,,
GG 35,[75],Gabal Gerf,Gabal Gerf,,,Ultramafic,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.042,0.075,,0.3367,0.513559,,,4.5,,,,,,0.702782,,,,,,,,,,,,,,,,,,,,
GG 36,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.054,0.105,,0.3082,0.51355,,,7.1,,,,,,0.702482,,,,,,,,,,,,,,,,,,,,
GG 77,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.9,2.8,,0.1949,0.512983,,,6.9,,,,,,0.702645,,,,,,,17.601,15.551,37.506,17.379,15.537,,,,,,,,,
GG 79,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.17,3.6,,0.1941,0.512956,,,6.5,,,,,,0.702921,,,,,,,,,,,,,,,,,,,,
GG 80,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.2,1.14,,0.1061,0.512565,,,7.3,,,,,,0.702932,,,,,,,,,,,,,,,,,,,,
GG 81,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.85,3.75,,0.1375,0.51273,,,7.5,,,,,,0.702569,,,,,,,,,,,,,,,,,,,,
GG 82,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.32,4.13,,0.1933,0.51296,,,6.6,,,,,,0.702505,,,,,,,17.633,15.508,37.407,17.411,15.494,,,,,,,,,
GG 83,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.91,2.14,,0.2575,0.513294,,,7,,,,,,0.702617,,,,,,,,,,,,,,,,,,,,
GG 87,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.19,1.04,,0.1102,0.512586,,,7.3,,,,,,0.702623,,,,,,,,,,,,,,,,,,,,
GG 88,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.18,0.98,,0.113,0.512629,,,7.9,,,,,,0.702474,,,,,,,17.444,15.504,37.243,17.411,15.494,,,,,,,,,
GG 90,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.15,3.44,,0.2016,0.512987,,,6.4,,,,,,0.702571,,,,,,,17.464,15.493,37.229,17.242,15.479,,,,,,,,,
GG91,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.85,2.62,,0.1959,0.512959,,,6.4,,,,,,0.702492,,,,,,,17.474,15.507,37.273,17.252,15.493,,,,,,,,,
GG 93,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.17,0.85,0.1219,0.512675,,,,7.9,,,,,,0.702627,,,,,,,,,,,,,,,,,,,,
GG 263,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,2.4,11.07,0.1308,0.512646,,,,6.5,,,,,,0.702549,,,,,,,,,,,,,,,,,,,,
GG 268,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.89,2.87,0.1874,0.512965,,,,7.3,,,,,,0.702513,,,,,,,,,,,,,,,,,,,,
GG 283,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,3.12,8.9,0.2121,0.513063,,,,6.8,,,,,,0.702577,,,,,,,,,,,,,,,,,,,,
GG 258,[75],Gabal Gerf,Gabal Gerf,,,Gabbro,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,1.82,5.52,0.1989,0.513002,,,,6.9,,,,,,0.702408,,,,,,,,,,,,,,,,,,,,
GG 258,[75],Gabal Gerf,Gabal Gerf,,,Pyroxene,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,5.18,12.59,0.2488,0.513243,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
GG 258,[75],Gabal Gerf,Gabal Gerf,,,Plagioclase,,MOR,741,U-Pb,Kroner et al. 1992,Gondwanides,Mozambique,East Gondwana,Pre-Gondwana,0.17,0.77,0.1303,0.512633,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
QT-55.B,[76],Araguaia,Quatipuru,,,Diabase,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,1.173,2.207,,0.3213,0.51359,31,,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,
QT-36.5B,[76],Araguaia,Quatipuru,,,Diabase,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,3.0799,10.228,,0.182,0.512915,11,,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,
QT-53.C,[76],Araguaia,Quatipuru,,,Olivine gabbro,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,0.495,1.062,,0.282,0.513409,15,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,
QT-48.B,[76],Araguaia,Quatipuru,,,Olivine gabbro,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,1.038,3.136,,0.2001,0.51298,25,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,
QT-47.N,[76],Araguaia,Quatipuru,,,Olivine gabbro,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,0.3193,0.6773,,0.285,0.51342,33,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01,[76],Araguaia,Morro do Agostinho,,,Spilitized basalt,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,3.61,10.38,,0.2103,0.512979,33,,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01.F,[76],Araguaia,Morro do Agostinho,,,Basalt,,MOR,757,Sm-Nd isochron,Paixao et al. 2008,Gondwanides,Goias-Pharusian,West Gondwana,Pre-Gondwana,3.69,11,,0.2028,0.512907,17,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-13-23p,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,3.475,11.34,,0.1854,0.512947,5,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-13-25p,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,1.489,5.627,,0.16,0.512795,5,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-7g,[77],Burin Group,,,,Metagabbro,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,1.203,2.474,,0.294,0.513498,5,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-14-3p,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,1.39,4.349,,0.1933,0.512935,5,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-1a,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,2.223,9.029,,0.1489,0.512638,5,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-5-14,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,1.046,2.071,,0.3055,0.513567,5,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-9-9,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,1.662,7.348,,0.1368,0.512645,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-8-02,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,3.439,14.62,,0.1422,0.512597,4,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
NFB-13-11p,[77],Burin Group,,,,Metabasalt,,SSZ,760,U-Pb,Murphy et al. 2008,Avalonian,Mirovoi,,Pre-Gondwana,1.43,5.261,,0.1644,0.512843,5,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
