,SAMPLE ID,IGSN,REFERENCES,LATITUDE,LONGITUDE,AGE,ROCK TYPE,ROCK NAME,143Nd/144Nd,143Nd/144Nd_i,147Sm/144Nd,eNd,eNd_i,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,SR87_SR86,SR87_SR86_INI,RB87_SR86,LA,CE,PR,Nd,Sm,EU,GD,TB,DY,HO,ER,TM,YB,LU,TH,NB,TA,U,RB,SR,ZR,HF,Y,BA,geometry,Estimated_Age,Uni_Age,Binned_Age,Binned_Estimated_Age,143Nd_CALC,Delta_DM,Age_rounded
11892,MSM1903-030-001,,"HOERNLE, 2016",-42.77,8.69,80.96,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512815,0.51273,0.16,3.45,3.83,18.3702,18.14,15.5682,15.56,38.5622,38.37,0.70365,0.70355,0.085,13.8,28.8,4.26,19.8,5.25,1.86,5.65,0.927,5.57,1.1,2.95,0.434,2.74,0.399,1.15,11.1,0.645,0.463,10.8,369,179,3.69,29.5,149,POINT (8.69 -42.77),,80.96,80 - 100 Ma,,0.512730124,-5.907273492,80
11893,MSM1903-035-001,,"HOERNLE, 2016",-43.29,8.35,72.18,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512683,0.51261,0.152,0.88,1.29,18.5128,18.35,15.6148,15.61,38.7336,38.55,0.704976,0.70455,0.419,18.7,39.9,5.24,23.7,5.99,2.11,6.27,1,5.96,1.18,3.14,0.459,2.9,0.421,1.97,21.9,1.23,0.565,52.5,363,165,3.65,31.3,265,POINT (8.35 -43.29),,72.18,60 - 80 Ma,,0.512611243,-8.494690701,70
11894,MSM1903-035-016,,"HOERNLE, 2016",-43.29,8.35,,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,0.512759,0.51268,0.144,2.36,2.89,18.9682,18.69,15.6313,15.62,38.9981,38.6,0.703954,0.70378,0.153,19.5,40.3,5.04,22,5.26,1.81,5.24,0.823,4.81,0.928,2.43,0.35,2.16,0.314,2.31,27.8,1.57,0.539,25.5,482,139,3.15,24.6,326,POINT (8.35 -43.29),88.466644,88.46664429,,80 - 100 Ma,0.512672281,-6.669456072,90
11895,MSM1903-038-001,,"HOERNLE, 2016",-44.06,5.95,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.513,0.5129,0.19,7.05,7.12,17.9523,17.78,15.5052,15.5,37.9055,37.76,0.703593,0.70347,0.109,5.59,16.1,2.69,14.1,4.45,1.68,5.57,0.979,6.36,1.32,3.64,0.536,3.52,0.523,0.441,4.07,0.262,0.18,8.08,215,128,3.23,34.5,37.2,POINT (5.95 -44.06),79.20103,79.20102692,,60 - 80 Ma,0.512901014,-2.643438626,80
11896,NADHS88-012-001,,"DOSSO, 1993",23.3698,-44.9964,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513183,0.513182536,,,,18.204,,15.46,,37.631,,0.702474,,,,,,12.78,4.35,,,,,,,,,,,3.8,0.192,,1.172,130.5,135,,42,,POINT (-44.9964 23.3698),0.34506226,0.345062256,,< 5 Ma,,0.631365929,0
11898,NADHS88-013-001,,"DOSSO, 1993",23.3447,-44.9947,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513177,0.513176519,,,,18.221,,15.487,,37.664,,0.702401,,,,,,11.09,3.91,,,,,,,,,,,2.73,0.167,,0.508,128.6,123,,38,,POINT (-44.9947 23.3447),0.34506226,0.345062256,,< 5 Ma,,0.51411684,0
11900,NADHS88-016-008,,"DOSSO, 1993",23.5425,-45.1372,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513163,0.513160757,,,,18.363,,15.534,,37.891,,0.702468,,,,,,11.66,3.87,,,,,,,,,,,4.1,0.224,,1.8,146.6,126,,35,,POINT (-45.1372 23.5425),1.7088089,1.708808899,,< 5 Ma,,0.245547531,0
11901,NADHS88-017-003,,"DOSSO, 1993",23.5215,-45.0027,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513193,0.5131908,,,,18.049,,15.446,,37.433,,0.702459,,,,,,14.18,4.83,,,,,,,,,,,4.2,0.181,,0.562,131.5,151,,46,,POINT (-45.0027 23.5215),1.6335373,1.633537292,,< 5 Ma,,0.828871762,0
11902,NADHS88-018-005,,"DOSSO, 1993",23.4853,-45.048,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513084,0.513082604,,,,18.883,,15.63,,38.82,,0.702507,,,,,,11.59,3.87,,,,,,,,,,,3.8,0.173,,3.692,128.8,118,,38,,POINT (-45.048 23.4853),1.0570221,1.057022095,,< 5 Ma,,-1.295899941,0
11903,NADHS88-019-002,,"DOSSO, 1993",23.306,-45.0073,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513188,0.513186701,,,,18.207,,15.505,,37.692,,0.702471,,,,,,14.88,4.98,,,,,,,,3.4,,,4.1,0.202,,3.127,148.5,168,,48,,POINT (-45.0073 23.306),0.98165894,0.981658936,,< 5 Ma,,0.730549377,0
11904,NADHS88-020-001,,"DOSSO, 1993",23.3567,-45.0455,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513172,0.51317068,,,,18.274,,15.498,,37.804,,0.702432,,,,,,14.38,4.89,,,,,,,,,,,4,0.223,,0.799,140.1,163,,45,,POINT (-45.0455 23.3567),0.98165894,0.981658936,,< 5 Ma,,0.418342474,0
11906,NADVE89-003-002,,"DOSSO, 1993",10.6645,-42.7302,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513076,0.513060369,,,,18.475,,15.538,,38.044,,0.702883,,,,,,10.82,3.42,,,,,,,,,,,2.5,0.149,,0.81,120.1,113,,35,,POINT (-42.7302 10.6645),12.505341,12.50534058,,10 - 20 Ma,,-1.405325725,10
11907,NADVE89-006-003,,"DOSSO, 1993",10.6705,-40.9559,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51311,0.5131088,,,,18.336,,15.477,,37.815,,0.702653,,,,,,11.92,3.63,,,,,,,,,,,2.5,0.137,,1.305,144.6,98,,29,,POINT (-40.9559 10.6705),0.99632263,0.996322632,,< 5 Ma,,-0.787124586,0
11909,NADVE89-008-003,,"DOSSO, 1993",10.7168,-40.9287,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513129,0.513115764,,,,18.319,,15.483,,37.802,,0.70262,,,,,,11.75,3.627,,,,,,,,,,,3.5,0.201,,0.953,130.9,156,,43,,POINT (-40.9287 10.7168),10.843559,10.84355927,,10 - 20 Ma,,-0.372813496,10
11911,NADVE89-016-002,,"AGRANIER, 2005; DOSSO, 1993",10.7067,-40.885,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.5131,0.513081871,,,,18.475,,15.5,,37.9719,,0.702608,,,,,,3.61,1.41,,,,,,,,,,,2.5,0.136,,0.535,134.8,112,,33,,POINT (-40.885 10.7067),11.737579,11.73757935,,10 - 20 Ma,,-1.008022464,10
11912,NADVE89-019-001,,"BRUNELLI, 2018; CIPRIANI, 2004",10.7,-40.87,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513168,,,,,18.324,,15.5018,,37.8718,,0.702589,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-40.87 10.7),0.9328537,0.932853699,,< 5 Ma,,,0
12215,ODP0118-0735B-023R-004/122-128,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513145,,,,,,,,,,,0.702733,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12218,ODP0118-0735B-032R-001/055-061,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513111,,,,,17.561,,15.423,,37.228,,0.702926,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12221,ODP0118-0735B-038R-004/112-120,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513129,,,,,17.669,,15.488,,37.384,,0.702739,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12227,ODP0118-0735B-058R-003/130-139,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513166,,,,,,,,,,,0.702757,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12229,ODP0118-0735B-062R-001/080-089,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513137,,,,,,,,,,,0.702885,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12230,ODP0118-0735B-069R-004/000-009,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.51315,,,,,17.506,,15.427,,37.212,,0.702803,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12233,ODP0118-0735B-079R-006/081-084,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513086,,,,,17.532,,15.432,,37.173,,0.702915,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12234,ODP0118-0735B-079R-007/066-075,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513113,,,,,17.428,,15.397,,37.162,,0.70283,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12237,ODP0118-0735B-087R-005/097-104,,"KEMPTON, 1991",-32.7233,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513072,,,,,17.448,,15.422,,37.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (57.266 -32.7233),11.383919,11.38391876,,10 - 20 Ma,,,10
12239,ODP0176-0735B-089R-001/033-045,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513083,0.513066751,,,,17.32,,15.347,,37.007,,0.702929,,,0.458,2.09,,2.1,0.758,0.319,,0.166,,,,,0.743,0.0834,0.1,0.3,,,0.1,112.9,13.3,0.355,7,2.9,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.312685378,10
12266,ODP0176-0735B-095R-002/089-093,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513101,0.513092227,,,,17.795,,15.469,,37.558,,0.70285,,,0.741,2.65,,3.9,0.76,0.765,,0.307,,,,,1.21,0.141,0.3,0.5,,0.009,0.2,173,12.6,0.529,14.5,6.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.816198223,10
12270,ODP0176-0735B-097R-001/104-113,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.51314,0.513127306,,,,17.419,,15.381,,37.123,,0.703072,,,3.67,11.8,,11.1,3.13,1.97,,1.06,,,,,2.59,0.379,0.3,1.7,0.123,,0.3,191.5,56.1,2.23,38.1,5.6,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.132587303,10
12277,ODP0176-0735B-101R-003/049-060,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.51306,0.513045261,,,,17.864,,15.475,,37.607,,0.702878,,,0.596,1.86,,2.7,0.884,0.558,,0.239,,,,,0.851,0.12,0.7,0.2,,0.007,0.4,161.5,13.7,0.45,9.7,4.8,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.731480741,10
12286,ODP0176-0735B-103R-005/063-073,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513109,0.513089707,,,,18.104,,15.563,,38.025,,0.702872,,,1.27,3.39,,3.5,1.5,0.641,,0.448,,,,,1.68,0.238,0.6,0.7,,0.02,0.1,152.4,32.3,1.02,15.3,3,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.865319676,10
12301,ODP0176-0735B-115R-002/054-064,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513125,0.513103158,,,,18.059,,15.544,,37.952,,0.702845,,,1.31,4.29,,2.7,1.31,0.756,,0.436,,,,,1.52,0.185,0.4,0.5,,0.004,0.5,183.7,32.4,1.03,14.3,4,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.603179473,10
12305,ODP0176-0735B-117R-003/056-066,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513116,0.513095044,,,,17.499,,15.373,,37.149,,0.702789,,,0.994,2.58,,1.74,0.81,0.712,,0.178,,,,,0.88,0.147,0.7,0.3,,,0.3,219.5,18,0.472,7.9,2.8,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.761316507,10
12307,ODP0176-0735B-119R-002/110-120,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.51308,,,,,17.464,,15.369,,37.111,,0.70301,,,0,0.9,,3.8,,,,,,,,,,,0.1,0.3,,,0.4,153.1,19.5,,14.3,4.2,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,,10
12309,ODP0176-0735B-120R-003/125-135,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.51306,0.513039427,,,,17.698,,15.415,,37.32,,0.702939,,,3.74,13.4,,9.65,4.41,0.898,,1.16,,,,,4.37,0.647,0.332,2.4,0.163,0.005,0.6,155.4,41.1,1.85,45.2,9.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.845167076,10
12316,ODP0176-0735B-123R-004/076-083,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513079,0.513062884,,,,17.389,,15.33,,37.043,,0.70276,,,0.532,1.6,,1.5,0.537,0.452,,0.102,,,,,0.575,0.0664,0.8,0.4,,,0.1,176.7,12.6,0.343,6.5,3.8,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.388047291,10
12320,ODP0176-0735B-124R-002/081-091,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.51311,0.513094302,,,,18.013,,15.551,,37.953,,0.702814,,,0.679,3.1,,3.9,1.36,0.656,,0.457,,,,,1.55,0.237,0.2,0.5,,,0.3,145.8,25.2,0.761,15,6.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.77577583,10
12333,ODP0176-0735B-131R-001/047-054,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513108,0.513086954,,,,17.69,,15.454,,37.466,,0.702842,,,1.16,2.94,,4,1.87,1.51,,0.48,,,,,2.08,0.327,0.6,4.1,0.304,0.005,0.1,202.6,71.7,2.21,21.3,25.8,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.918959882,10
12357,ODP0176-0735B-140R-002/036-043,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513036,0.513020494,,,,16.889,,15.149,,36.616,,0.702944,,,0.856,2.66,,3.6,1.24,0.631,,0.297,,,,,1.19,0.279,0.3,0.5,,,0.5,160.7,17.9,0.533,12.2,32.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-2.214139519,10
12369,ODP0176-0735B-150R-005/064-071,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513104,0.513089219,,,,17.81,,15.446,,37.545,,0.702842,,,0.46,2.2,,3,0.985,0.612,,0.239,,,,,1.49,0.183,0.2,0.2,,,0.2,174.3,10.3,0.431,11.2,6.7,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.874820396,10
12378,ODP0176-0735B-157R-002/098-105,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513105,0.513087901,,,,17.52,,15.399,,37.214,,0.702815,,,4.36,12.9,,11.9,4.52,1.58,,0.958,,,,,3.94,0.592,0.1,1.4,,,0.4,158.9,403.2,10.1,38.6,6.2,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.900512303,10
12380,ODP0176-0735B-158R-004/127-134,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513118,0.513100166,,,,17.736,,15.46,,37.52,,0.702818,,,0.604,2.3,,2.6,1.03,0.589,,0.348,,,,,1.3,0.199,1.1,0.4,,0.004,0.3,155,13.2,0.458,11,3.7,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.66148757,10
12395,ODP0176-0735B-168R-006/128-137,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513101,0.513088907,,,,17.409,,15.368,,37.072,,0.702896,,,13.8,43.9,,51,13.7,3.32,,3.16,,,,,7.75,1.18,0.6,2.5,0.161,,0.4,189,1273.9,26.3,100.9,3,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.880904287,10
12400,ODP0176-0735B-169R-006/085-091,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513117,0.513103981,,,,17.605,,15.416,,37.253,,0.702974,,,0.567,2.23,,3.7,1.07,0.592,,0.342,,,,,1.16,0.152,0.8,0.4,,,0.2,172.9,12.6,0.504,12.3,9.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.587134795,10
12422,ODP0176-0735B-183R-004/063-071,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513091,0.513077143,,,,17.449,,15.401,,37.158,,0.702985,,,28.9,84.8,,65.3,20.1,4.2,,4.15,,,,,12.4,1.74,0.978,4.6,0.366,0.153,4.5,179.6,1125.1,32.1,137.5,19.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.110159543,10
12424,ODP0176-0735B-184R-004/031-037,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513112,0.513089287,,,,17.65,,15.442,,37.334,,0.702832,,,0.489,1.1,,2.2,1.11,0.559,,0.266,,,,,0.856,0.143,0.3,0.1,,0.004,0.2,162.8,14.3,0.38,11.8,7,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.873508113,10
12442,ODP0176-0735B-192R-007/073-079,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513055,0.513045222,,,,17.383,,15.346,,37.072,,0.702817,,,0.303,3.2,,2.5,0.543,0.391,,,,,,,0.675,0.0727,0.9,0.3,,,0.2,181.1,6.4,0.281,6.9,10.8,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.732236568,10
12448,ODP0176-0735B-196R-004/119-126,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513104,0.51309166,,,,17.585,,15.429,,37.306,,0.70281,,,0.558,4.5,,3.4,0.932,0.498,,0.228,,,,,1.06,0.108,0.3,0.4,,,0.2,148.9,14.4,0.406,9.9,7.6,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.827256774,10
12466,ODP0176-0735B-205R-005/061-069,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.5131,0.513072516,,,,17.929,,15.51,,37.744,,0.70282,,,0.641,0.4,,1.9,1.16,0.531,,0.29,,,,,1.27,0.167,0.1,0.5,,,0.2,151.4,13.9,0.468,12.1,10.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.200341167,10
12487,ODP0176-0735B-209R-003/003-010,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513113,0.513092867,,,,17.362,,15.353,,37.103,,0.702825,,,0.457,2.6,,1.8,0.805,0.484,,0.771,,,,,0.771,0.126,0.4,0.3,,,0,177,7.3,0.285,8.2,12,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-0.803730144,10
12493,ODP0176-0735B-210R-006/109-117,,"HOLM, 2002",-32.7234,57.266,,IGNEOUS:PLUTONIC:MAFIC,GABBRO,0.513091,0.513070461,,,,17.639,,15.418,,37.35,,0.702823,,,0.9,1.4,,1.6,0.73,0.485,,0.836,,,,,0.836,0.0777,0.2,0.2,,,0.4,179.6,8.2,0.229,7.6,11.1,POINT (57.266 -32.7234),11.383919,11.38391876,,10 - 20 Ma,,-1.240386009,10
12498,CON0011-002-001,,"HOMRIGHAUSEN, 2018",30.633,-64.617,,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,0.513026,0.51296,0.128,,,19.1872,18.68,15.522,15.5,38.549,38.18,0.702747,0.7027,0.032,37,77,9.7,40.3,8.6,2.79,8.13,1.17,6.55,1.2,3.08,0.428,2.69,0.39,3.19,47.7,2.73,1.438,9,803,317,6.67,32.9,301,POINT (-64.617 30.633),119.58644,119.586441,,100 - 120 Ma,,-0.330325071,120
12501,,,MAHONEY ET AL. 1998,-71.503,-69.981,200,IGNEOUS:VOLCANIC:MAFIC,,0.512930 ,0.512716325,,,6.5,19.771 ,19.187 ,15.625 ,15.596 ,39.324 ,38.721 ,0.70421 ,,0.4414 ,,,,14.94 ,4.034 ,,,,,,,,,,0.692 ,,,0.218 ,43.1 ,282.0 ,,,,,POINT (-69.981 -71.503),,200,> 120 Ma,,0.512713595,-2.802857149,200
12502,,,MAHONEY ET AL. 1998,-71.503,-69.981,150,IGNEOUS:VOLCANIC:MAFIC,,0.512975 ,0.512792435,,,6.7,19.354 ,19.138 ,15.616 ,15.605 ,38.788 ,38.670 ,0.70431 ,,0.0965 ,,,,10.20 ,3.138 ,,,,,,,,,,0.136 ,,,0.0814 ,5.07 ,151.9 ,,,,,POINT (-69.981 -71.503),,150,> 120 Ma,,0.512788281,-2.735520537,150
12503,,,MAHONEY ET AL. 1998,-71.503,-69.981,150,IGNEOUS:VOLCANIC:MAFIC,,0.513091 ,0.512849336,,,7.8,19.418 ,18.978 ,15.574 ,15.552 ,38.794 ,38.446 ,0.70472 ,,0.2504 ,,,,2.463 ,1.003 ,,,,,,,,,,0.0866 ,,,0.0358 ,16.0 ,184.4 ,,,,,POINT (-69.981 -71.503),,150,> 120 Ma,,0.51284465,-1.626204683,150
12504,,,MAHONEY ET AL. 1998,-71.503,-69.981,150,IGNEOUS:VOLCANIC:MAFIC,,0.513052 ,0.51285009,,,7.9,19.389 ,18.907 ,15.593 ,15.569 ,38.866 ,38.393 ,0.70482 ,,0.2000 ,,,,7.674 ,2.611 ,,,,,,,,,,0.294 ,,,0.0980 ,10.8 ,156.5 ,,,,,POINT (-69.981 -71.503),,150,> 120 Ma,,0.512849774,-1.611492324,150
12506,,,MAHONEY ET AL. 1998,-71.503,-69.981,150,IGNEOUS:VOLCANIC:MAFIC,,0.512893 ,0.512725682,,,5.4,19.735 ,19.015 ,15.582 ,15.547 ,39.487 ,38.726 ,0.70528 ,,0.5474 ,,,,17.96 ,5.064 ,,,,,,,,,,1.28 ,,,0.397 ,15.6 ,82.24 ,,,,,POINT (-69.981 -71.503),,150,> 120 Ma,,0.512721663,-4.036927701,150
12507,,,MAHONEY ET AL. 1998,-71.503,-69.981,150,IGNEOUS:VOLCANIC:MAFIC,,0.513117 ,0.512890024,,,8.6,19.819 ,18.928 ,15.589 ,15.545 ,39.097 ,38.398 ,0.70531 ,,0.6944 ,,,,8.045 ,3.077 ,,,,,,,,,,0.169 ,,,0.0703 ,11.0 ,45.99 ,,,,,POINT (-69.981 -71.503),,150,> 120 Ma,,0.512885645,-0.832958041,150
12508,,,MAHONEY ET AL. 1998,-29.9498,36.077,140,IGNEOUS:VOLCANIC:MAFIC,,0.512825 ,0.512660716,,,3.9,18.188 ,17.858 ,15.553 ,15.537 ,38.606 ,38.142 ,0.70412 ,,0.1134 ,,,,8.502 ,2.522 ,,,,,,,,,,1.42 ,,,0.330 ,4.27 ,108.8 ,,,,,POINT (36.077 -29.9498),,140,> 120 Ma,,0.512657678,-5.586649609,140
12509,,,MAHONEY ET AL. 1998,-29.9498,36.077,140,IGNEOUS:VOLCANIC:MAFIC,,0.512876 ,0.512686412,,,4.4,18.128 ,17.700 ,15.554 ,15.533 ,38.553 ,38.099 ,0.70368 ,,0.0148 ,,,,2.611 ,0.8938 ,,,,,,,,,,1.00 ,,,0.310 ,0.508 ,99.43 ,,,,,POINT (36.077 -29.9498),,140,> 120 Ma,,0.5126833,-5.085694032,140
12510,,,MAHONEY ET AL. 1998,-33.4623,39.3692,90,IGNEOUS:VOLCANIC:MAFIC,,0.513092 ,0.512964517,,,8.6,18.696 ,18.304 ,15.514 ,15.495 ,38.169 ,37.991 ,0.70316 ,,0.1871 ,,,,6.970 ,2.496 ,,,,,,,,,,0.1202 ,,,0.0868 ,8.20 ,126.8 ,,,,,POINT (39.3692 -33.4623),,90,80 - 100 Ma,,0.512962957,-1.080148504,90
12511,,,MAHONEY ET AL. 1998,-33.4623,39.3692,90,IGNEOUS:VOLCANIC:MAFIC,,0.512938 ,0.512843227,,,6.2,19.322 ,19.187 ,15.585 ,15.579 ,39.195 ,38.899 ,0.70301 ,,0.0137 ,,,,9.796 ,2.608 ,,,,,,,,,,0.756 ,,,0.113 ,1.12 ,236.4 ,,,,,POINT (39.3692 -33.4623),,90,80 - 100 Ma,,0.512839952,-3.44437719,90
12512,,,MAHONEY ET AL. 1998,-65.16035,1.20475,85,IGNEOUS:VOLCANIC:MAFIC,,0.512557 ,0.512500958,,,-0.6,17.491 ,17.398 ,15.496 ,15.492 ,37.501 ,37.445 ,0.70386 ,,0.0792 ,,,,77.56 ,12.93 ,,,,,,,,,,1.90 ,,,1.04 ,47.2 ,1724 ,,,,,POINT (1.20475 -65.16035),,85,80 - 100 Ma,,0.512497872,-10.25747478,80
12513,,,MAHONEY ET AL. 1998,-21.2945,51.6788,72,IGNEOUS:VOLCANIC:MAFIC,,0.513190 ,0.513047032,,,9.7,17.593 ,17.549 ,15.428 ,15.426 ,37.348 ,37.336 ,0.70295 ,,0.1105 ,,,,2.966 ,1.489 ,,,,,,,,,,0.0060 ,,,0.0075 ,4.25 ,111.3 ,,,,,POINT (51.6788 -21.2945),,72,60 - 80 Ma,,0.513042525,0.018587164,70
12514,,,MAHONEY ET AL. 1998,-21.2945,51.6788,72,IGNEOUS:VOLCANIC:MAFIC,,0.513129 ,0.513022538,,,9.3,17.759 ,17.652 ,15.452 ,15.447 ,37.468 ,37.412 ,0.70348 ,,0.1574 ,,,,8.624 ,3.224 ,,,,,,,,,,0.0921 ,,,0.0580 ,6.46 ,118.8 ,,,,,POINT (51.6788 -21.2945),,72,60 - 80 Ma,,0.513022023,-0.458837354,70
